customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
ID00174,Female,0,Yes,Yes,34,Yes,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),115.31,4083.51,Yes
ID00175,Female,0,Yes,No,51,Yes,No,No,Yes,No,No internet service,No internet service,Yes,No internet service,One year,No,Bank transfer (automatic),106.54,7561.5,Yes
ID00176,Male,0,No,No,33,No,No,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Electronic check,49.65,4394.67,Yes
ID00177,Male,1,No,Yes,40,No,No phone service,DSL,No,No,No,No internet service,Yes,Yes,One year,No,Mailed check,35.93,7626.36,Yes
ID00178,Male,0,Yes,Yes,50,No,No phone service,No,No,No internet service,No,Yes,No internet service,No internet service,One year,Yes,Electronic check,63.54,1458.72,Yes
ID00179,Male,0,No,Yes,46,No,Yes,DSL,Yes,No internet service,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),60.19,5798.61,Yes
ID00180,Male,1,No,Yes,57,Yes,No phone service,DSL,Yes,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,77.57,6501.67,No
ID00181,Male,1,Yes,Yes,56,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,No internet service,Yes,One year,No,Mailed check,78.34,5439.45,Yes
ID00182,Female,1,Yes,Yes,22,Yes,No phone service,DSL,No internet service,No internet service,Yes,No,Yes,No internet service,Month-to-month,No,Mailed check,95.0,4863.24,No
ID00183,Male,1,No,No,47,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,Yes,No,Two year,No,Credit card (automatic),70.99,4527.21,Yes
ID00184,Male,1,Yes,No,21,Yes,No phone service,DSL,No,No,No internet service,Yes,Yes,Yes,Two year,No,Mailed check,30.48,6890.23,No
ID00185,Male,1,Yes,No,16,No,No phone service,No,No,No,No internet service,No internet service,Yes,No,Two year,Yes,Credit card (automatic),105.83,6576.74,Yes
ID00186,Female,1,Yes,Yes,68,No,Yes,DSL,No internet service,Yes,No internet service,Yes,No,No,One year,Yes,Credit card (automatic),50.98,995.86,No
ID00187,Male,0,No,No,10,Yes,No phone service,No,No,No internet service,Yes,No,No internet service,Yes,One year,No,Electronic check,117.13,6791.73,No
ID00188,Male,0,No,No,14,Yes,No phone service,No,No,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,31.79,3324.27,No
ID00189,Female,1,Yes,No,34,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,115.83,2044.5,Yes
ID00190,Male,0,No,No,32,No,No,No,Yes,No,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),29.1,6960.75,Yes
ID00191,Male,0,Yes,No,15,Yes,Yes,DSL,No internet service,Yes,No internet service,No internet service,Yes,Yes,Two year,Yes,Mailed check,43.1,3467.56,Yes
ID00192,Male,0,No,Yes,33,Yes,No phone service,DSL,No internet service,No internet service,Yes,No,Yes,No internet service,Two year,Yes,Electronic check,24.66,6470.75,No
ID00193,Male,1,Yes,Yes,65,Yes,No phone service,No,No,No internet service,Yes,No,No,Yes,Two year,Yes,Mailed check,90.51,2121.96,No
ID00194,Male,1,Yes,No,39,No,No phone service,No,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,105.03,51.36,No
ID00195,Female,0,No,No,27,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,63.41,3973.76,Yes
ID00196,Female,1,Yes,No,46,No,No phone service,No,No internet service,No internet service,No internet service,No,No internet service,No,One year,No,Bank transfer (automatic),112.85,819.82,Yes
ID00197,Female,0,No,Yes,38,No,No phone service,Fiber optic,No internet service,No,No internet service,No,Yes,No internet service,One year,Yes,Mailed check,79.03,6039.92,No
ID00198,Male,0,No,Yes,69,No,Yes,No,No,Yes,No,No,No internet service,No,Two year,No,Bank transfer (automatic),83.0,2223.08,Yes
ID00199,Male,0,Yes,No,19,No,No,DSL,Yes,No internet service,Yes,No,No internet service,No,One year,No,Bank transfer (automatic),104.54,3560.29,Yes
ID00200,Male,0,Yes,Yes,0,No,No,No,No internet service,No internet service,No,No,No,Yes,One year,No,Mailed check,49.68,714.53,Yes
ID00201,Female,1,No,Yes,71,No,No phone service,DSL,Yes,No,No internet service,Yes,No,No,One year,Yes,Bank transfer (automatic),55.43,2307.54,Yes
ID00202,Male,1,Yes,No,62,Yes,Yes,DSL,No internet service,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.6,6256.29,No
ID00203,Male,1,Yes,Yes,66,Yes,No phone service,DSL,No internet service,No,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,110.1,1229.67,Yes
ID00204,Female,0,Yes,Yes,3,Yes,Yes,Fiber optic,Yes,No,No,Yes,No internet service,No,Month-to-month,No,Electronic check,117.65,5184.33,Yes
ID00205,Male,1,Yes,No,57,No,Yes,No,Yes,No,Yes,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),110.18,7341.06,No
ID00206,Female,0,Yes,Yes,24,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),32.74,5445.1,No
ID00207,Female,1,No,Yes,46,No,No,DSL,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,102.37,6491.95,Yes
ID00208,Female,0,No,No,37,No,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,Yes,Two year,No,Bank transfer (automatic),60.98,889.59,Yes
ID00209,Male,0,Yes,Yes,14,No,No phone service,No,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,119.08,2020.84,Yes
ID00210,Male,0,Yes,Yes,62,Yes,No,No,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,67.23,7158.42,Yes
ID00211,Male,1,Yes,No,20,No,No phone service,Fiber optic,No internet service,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,75.38,5726.54,No
ID00212,Male,1,No,No,56,No,No,Fiber optic,No,Yes,No,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),72.98,5123.64,No
ID00213,Male,1,Yes,No,52,Yes,No,No,No internet service,No,Yes,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),52.17,5316.86,No
ID00214,Male,1,No,Yes,45,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),27.5,3325.32,Yes
ID00215,Male,0,No,No,13,No,No,No,Yes,No internet service,Yes,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),109.57,375.56,Yes
ID00216,Female,1,No,Yes,16,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),100.27,6279.84,No
ID00217,Male,1,Yes,No,38,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),33.95,5436.13,Yes
ID00218,Female,0,No,Yes,8,Yes,No,DSL,No internet service,No,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),97.68,3792.98,No
ID00219,Male,0,Yes,No,5,Yes,No,No,No internet service,No,No,No,No,No,One year,No,Bank transfer (automatic),82.58,7200.08,No
ID00220,Male,0,No,No,22,No,No,No,No internet service,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),60.91,2702.55,No
ID00221,Male,1,Yes,No,58,Yes,No phone service,No,Yes,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,45.4,2368.69,No
ID00222,Female,0,No,No,45,Yes,Yes,No,No,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),105.97,6984.91,No
ID00223,Female,0,Yes,Yes,37,Yes,No phone service,No,Yes,No,No internet service,No,Yes,No internet service,Month-to-month,No,Electronic check,90.02,6379.96,No
ID00224,Female,0,No,No,13,No,Yes,No,Yes,No internet service,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),74.77,4129.54,No
ID00225,Female,1,Yes,No,71,Yes,No,Fiber optic,Yes,No internet service,No,No,Yes,No,One year,No,Mailed check,80.96,1063.26,Yes
ID00226,Male,0,Yes,Yes,61,Yes,Yes,No,No internet service,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),29.11,1736.27,No
ID00227,Female,1,Yes,No,34,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),67.39,5256.7,No
ID00228,Male,1,Yes,Yes,18,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,No,No,One year,Yes,Credit card (automatic),39.37,3092.63,Yes
ID00229,Male,0,No,No,29,Yes,No,No,No,No internet service,Yes,No internet service,Yes,No internet service,One year,No,Bank transfer (automatic),40.84,6695.06,No
ID00230,Female,0,No,No,24,No,Yes,No,No internet service,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,86.13,7600.64,Yes
ID00231,Female,1,Yes,No,39,No,No,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No internet service,Two year,No,Bank transfer (automatic),111.13,6448.98,No
ID00232,Female,0,No,Yes,13,No,No,Fiber optic,No internet service,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),60.38,3032.81,Yes
ID00233,Female,0,Yes,No,25,Yes,No phone service,No,No internet service,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),40.77,6313.72,Yes
ID00234,Female,1,Yes,No,21,No,Yes,No,Yes,No,No,No,No,No internet service,One year,No,Mailed check,84.87,2824.5,Yes
ID00235,Female,1,No,No,47,No,Yes,Fiber optic,Yes,No internet service,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),107.12,1353.46,No
ID00236,Female,0,Yes,Yes,50,No,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,94.83,286.48,Yes
ID00237,Female,1,Yes,Yes,2,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),106.88,3098.02,No
ID00238,Male,0,No,No,41,Yes,No,DSL,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,73.66,7230.4,No
ID00239,Female,0,Yes,Yes,18,No,No,Fiber optic,No internet service,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,95.19,1927.11,No
ID00240,Female,0,Yes,No,27,No,No phone service,DSL,No,Yes,No internet service,No internet service,No,No internet service,One year,Yes,Mailed check,34.01,1667.98,No
ID00241,Male,1,Yes,No,44,Yes,No,No,No internet service,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),54.83,7759.17,No
ID00242,Female,0,Yes,No,70,Yes,No,No,No,Yes,Yes,No internet service,Yes,No internet service,Two year,No,Electronic check,58.95,219.53,No
ID00243,Male,0,No,No,62,No,No phone service,Fiber optic,No,No internet service,No,Yes,Yes,No internet service,Month-to-month,No,Mailed check,71.13,6290.54,No
ID00244,Male,0,No,No,18,Yes,No phone service,No,No,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),112.91,2584.53,Yes
ID00245,Female,1,No,No,46,No,No phone service,No,Yes,No internet service,No internet service,No internet service,No internet service,No,One year,No,Electronic check,107.43,319.15,No
ID00246,Male,1,Yes,No,13,Yes,No,No,No,Yes,No internet service,Yes,No internet service,No internet service,One year,Yes,Electronic check,33.45,7344.06,No
ID00247,Male,1,Yes,Yes,37,No,No,No,Yes,Yes,No internet service,No internet service,No,Yes,Two year,Yes,Mailed check,37.28,1134.35,Yes
ID00248,Male,1,No,Yes,52,No,No phone service,DSL,Yes,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),55.76,4423.2,No
ID00249,Male,1,Yes,Yes,60,Yes,No phone service,DSL,No,No,No,Yes,No,Yes,Two year,No,Electronic check,49.07,2206.95,Yes
ID00250,Female,0,Yes,Yes,35,No,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No,No,Two year,No,Mailed check,81.48,540.24,Yes
ID00251,Male,1,Yes,Yes,39,No,No,Fiber optic,No internet service,Yes,No,No internet service,No internet service,No,One year,Yes,Electronic check,110.28,418.38,No
ID00252,Female,1,Yes,Yes,29,No,No,Fiber optic,No internet service,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,116.23,942.14,No
ID00253,Male,1,No,Yes,8,Yes,Yes,No,No,No,No internet service,No,Yes,No internet service,One year,No,Electronic check,85.36,589.51,Yes
ID00254,Male,0,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,Yes,No,No internet service,Two year,Yes,Credit card (automatic),103.82,6089.25,No
ID00255,Male,1,No,No,32,Yes,No,DSL,Yes,No,No internet service,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),72.52,3894.82,Yes
ID00256,Male,1,Yes,No,51,No,No,DSL,No internet service,No internet service,Yes,No internet service,No internet service,No,One year,Yes,Bank transfer (automatic),40.83,2756.28,Yes
ID00257,Female,0,No,No,13,Yes,No phone service,Fiber optic,No,Yes,No,No,No internet service,Yes,One year,Yes,Credit card (automatic),72.47,3358.58,No
ID00258,Female,1,No,Yes,52,No,No,DSL,No internet service,No internet service,No internet service,No,No,Yes,One year,No,Credit card (automatic),75.51,7432.99,Yes
ID00259,Male,0,Yes,Yes,58,No,No phone service,DSL,Yes,No,No,Yes,Yes,No internet service,One year,No,Mailed check,94.25,7287.8,No
ID00260,Male,0,Yes,No,40,Yes,Yes,DSL,No,Yes,No,No internet service,No,No internet service,One year,No,Electronic check,41.99,5731.1,No
ID00261,Female,0,No,No,67,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Two year,No,Credit card (automatic),56.83,7079.77,Yes
ID00262,Male,0,No,Yes,67,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,One year,No,Mailed check,56.4,2570.79,Yes
ID00263,Male,0,No,No,7,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),115.94,3061.25,No
ID00264,Male,1,No,No,1,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),64.39,4917.42,No
ID00265,Female,0,Yes,No,40,Yes,No,DSL,No internet service,No,No,No,No internet service,Yes,Two year,No,Bank transfer (automatic),95.51,4996.54,No
ID00266,Female,0,No,No,54,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),95.08,3863.96,Yes
ID00267,Female,1,No,Yes,15,No,No phone service,No,No internet service,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,46.55,3217.25,No
ID00268,Male,0,Yes,No,61,No,No,DSL,Yes,Yes,No,No internet service,No,Yes,Two year,Yes,Electronic check,77.19,7889.72,Yes
ID00269,Male,1,No,No,47,No,Yes,No,No internet service,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,109.43,6572.57,Yes
ID00270,Female,1,Yes,Yes,29,No,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Electronic check,67.52,3491.14,Yes
ID00271,Female,1,Yes,Yes,11,No,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),114.51,5823.79,No
ID00272,Female,0,Yes,No,34,Yes,No,No,No,No,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),41.45,2171.1,Yes
ID00273,Female,0,No,Yes,10,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,No internet service,Yes,Two year,Yes,Credit card (automatic),27.42,819.35,No
ID00274,Male,0,No,No,63,No,Yes,DSL,No,No internet service,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),109.15,2832.4,Yes
ID00275,Female,1,Yes,No,49,No,No,No,Yes,No,Yes,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,104.77,3235.72,No
ID00276,Male,0,No,Yes,20,Yes,No phone service,DSL,No internet service,No internet service,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),119.26,151.97,No
ID00277,Female,0,No,No,68,Yes,Yes,No,No,Yes,No,No,No internet service,No,Two year,Yes,Mailed check,87.94,6522.04,Yes
ID00278,Male,0,Yes,No,47,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No,No,No internet service,One year,Yes,Credit card (automatic),113.67,2886.36,No
ID00279,Female,1,Yes,No,19,Yes,No,No,Yes,Yes,No internet service,No,No internet service,No,Two year,No,Electronic check,102.69,4651.74,Yes
ID00280,Female,1,No,No,66,No,No phone service,No,No internet service,No,No internet service,No,Yes,Yes,Two year,Yes,Credit card (automatic),104.44,610.23,Yes
ID00281,Female,0,Yes,Yes,43,Yes,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Mailed check,76.91,1416.47,Yes
ID00282,Female,0,No,Yes,32,No,No phone service,Fiber optic,No,No internet service,Yes,Yes,No internet service,Yes,Two year,Yes,Bank transfer (automatic),58.24,7119.76,Yes
ID00283,Male,0,No,No,60,Yes,No phone service,DSL,Yes,No internet service,Yes,Yes,No,No,One year,Yes,Mailed check,113.46,4877.33,Yes
ID00284,Female,0,No,Yes,8,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),63.21,7603.27,Yes
ID00285,Male,1,No,No,67,Yes,Yes,DSL,No,Yes,No internet service,No,Yes,No,Two year,Yes,Bank transfer (automatic),73.88,7990.03,Yes
ID00286,Male,1,Yes,No,34,No,Yes,No,Yes,No internet service,No internet service,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),64.61,2987.44,No
ID00287,Male,1,Yes,No,64,No,Yes,DSL,Yes,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),76.48,2404.45,Yes
ID00288,Male,1,Yes,No,7,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,67.05,6869.68,Yes
ID00289,Female,0,Yes,No,44,No,No phone service,Fiber optic,Yes,No,No internet service,No,No,Yes,Month-to-month,Yes,Credit card (automatic),24.8,7988.92,No
ID00290,Male,0,No,Yes,46,No,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,108.2,5044.54,No
ID00291,Male,0,No,No,39,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No,No,One year,No,Electronic check,64.44,6365.22,Yes
ID00292,Male,1,Yes,Yes,53,Yes,Yes,DSL,No,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,78.89,6258.33,Yes
ID00293,Female,0,No,Yes,45,No,Yes,No,Yes,No internet service,No,No,Yes,No internet service,Month-to-month,No,Mailed check,33.92,2855.61,Yes
ID00294,Female,1,No,No,46,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,20.34,4602.68,No
ID00295,Female,1,No,No,14,No,No,Fiber optic,Yes,No internet service,No,Yes,Yes,No,One year,No,Mailed check,44.53,6667.79,Yes
ID00296,Female,0,Yes,No,18,Yes,No phone service,DSL,Yes,Yes,No,No internet service,No,Yes,Two year,No,Mailed check,90.46,5511.15,No
ID00297,Male,0,Yes,No,25,Yes,No phone service,DSL,No,No internet service,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),29.92,188.89,Yes
ID00298,Male,0,Yes,No,51,No,Yes,No,No,No internet service,No internet service,No internet service,Yes,No,One year,No,Credit card (automatic),110.89,2706.91,Yes
ID00299,Female,1,No,Yes,21,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),41.5,1172.92,No
ID00300,Male,0,Yes,No,20,Yes,No,DSL,No internet service,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),40.46,1879.12,Yes
ID00301,Male,1,Yes,No,50,No,No phone service,No,Yes,No internet service,No internet service,No internet service,No internet service,No,Two year,No,Credit card (automatic),38.15,7245.81,Yes
ID00302,Male,0,Yes,Yes,37,No,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),21.4,314.41,Yes
ID00303,Female,1,Yes,Yes,19,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,No internet service,Yes,One year,No,Bank transfer (automatic),97.18,1774.01,No
ID00304,Female,1,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No,No internet service,No,No internet service,Two year,Yes,Mailed check,107.5,2490.36,Yes
ID00305,Male,0,Yes,Yes,50,No,No,No,Yes,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),81.42,4942.73,Yes
ID00306,Female,1,No,No,3,Yes,Yes,DSL,No,No internet service,No internet service,No,Yes,No,Two year,No,Bank transfer (automatic),38.82,4282.13,No
ID00307,Female,1,No,Yes,54,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),48.53,1761.79,No
ID00308,Female,0,Yes,Yes,70,No,Yes,Fiber optic,Yes,No internet service,No internet service,No,Yes,No,Two year,No,Electronic check,67.59,1330.64,Yes
ID00309,Female,1,Yes,No,27,No,Yes,Fiber optic,No,No,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,115.43,1909.65,Yes
ID00310,Female,0,No,Yes,3,Yes,Yes,No,No,No,No internet service,No,Yes,Yes,One year,No,Bank transfer (automatic),44.74,4030.19,No
ID00311,Male,1,No,Yes,21,Yes,No,DSL,Yes,No,No internet service,No,Yes,Yes,Month-to-month,No,Credit card (automatic),93.16,2184.0,Yes
ID00312,Female,0,Yes,Yes,44,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),63.94,7581.87,Yes
ID00313,Male,0,Yes,Yes,66,No,Yes,No,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),49.78,3721.64,No
ID00314,Male,1,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No internet service,Two year,Yes,Mailed check,65.59,489.19,Yes
ID00315,Female,1,Yes,Yes,33,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),27.12,5839.55,Yes
ID00316,Male,1,No,No,54,No,No,Fiber optic,No,No,No,No internet service,No,No internet service,One year,Yes,Electronic check,99.87,2644.19,No
ID00317,Male,1,Yes,No,0,No,No phone service,DSL,Yes,No,No internet service,Yes,No internet service,Yes,Month-to-month,No,Electronic check,44.33,5234.84,Yes
ID00318,Male,1,Yes,Yes,71,Yes,No,DSL,Yes,No,No,No internet service,Yes,No,One year,No,Electronic check,92.54,2251.16,Yes
ID00319,Female,0,Yes,No,37,No,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,Yes,Two year,No,Bank transfer (automatic),26.83,4574.54,Yes
ID00320,Female,1,Yes,No,5,No,Yes,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No,One year,Yes,Credit card (automatic),115.51,6181.78,No
ID00321,Male,0,No,No,24,Yes,Yes,DSL,No internet service,No,No,No internet service,No internet service,Yes,Two year,Yes,Mailed check,39.3,7425.51,Yes
ID00322,Female,0,No,Yes,16,No,No phone service,No,No internet service,No,Yes,No internet service,No internet service,No,Two year,Yes,Electronic check,108.27,2103.79,No
ID00323,Female,1,No,No,60,No,No,DSL,No internet service,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),100.95,2692.16,No
ID00324,Female,0,Yes,Yes,11,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,No internet service,No internet service,One year,No,Electronic check,116.79,3724.85,Yes
ID00325,Female,0,Yes,No,5,No,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,67.79,7418.86,No
ID00326,Male,0,No,Yes,26,Yes,Yes,No,No internet service,No internet service,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),92.74,7213.07,Yes
ID00327,Male,0,Yes,Yes,7,Yes,No,DSL,No internet service,No,Yes,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),57.07,737.23,Yes
ID00328,Female,1,Yes,No,64,No,No phone service,DSL,No internet service,Yes,No internet service,Yes,No,Yes,One year,Yes,Bank transfer (automatic),38.44,1072.8,Yes
ID00329,Female,0,No,No,56,No,No phone service,DSL,Yes,No internet service,No internet service,No,No internet service,No,One year,No,Electronic check,64.31,3974.16,No
ID00330,Male,1,No,Yes,39,No,Yes,Fiber optic,No internet service,No,No internet service,No,No,No internet service,One year,Yes,Electronic check,36.57,870.82,Yes
ID00331,Male,1,No,No,13,Yes,No,DSL,No internet service,Yes,No internet service,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),118.2,2777.74,Yes
ID00332,Female,0,No,No,34,No,No,No,No,No,No internet service,Yes,No,No,One year,Yes,Mailed check,29.62,1204.12,Yes
ID00333,Male,1,Yes,No,47,Yes,No,Fiber optic,No,No,No,No internet service,No,No internet service,One year,No,Electronic check,78.92,5095.6,No
ID00334,Female,1,Yes,Yes,55,No,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),82.65,7596.97,No
ID00335,Female,1,No,Yes,48,No,No,DSL,No,Yes,No internet service,Yes,Yes,No internet service,One year,Yes,Mailed check,73.81,7973.94,Yes
ID00336,Male,0,Yes,No,12,No,No phone service,No,No,Yes,No internet service,No internet service,No internet service,No,Two year,Yes,Electronic check,86.22,3014.42,Yes
ID00337,Male,1,No,No,60,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No internet service,Month-to-month,No,Electronic check,31.62,4800.12,Yes
ID00338,Female,1,No,No,48,No,Yes,Fiber optic,Yes,No,Yes,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),75.5,6853.02,Yes
ID00339,Female,1,Yes,Yes,45,No,No,DSL,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,48.72,957.35,No
ID00340,Male,0,No,Yes,61,Yes,No,DSL,Yes,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),114.02,5522.72,No
ID00341,Female,1,Yes,No,7,Yes,No phone service,No,No internet service,Yes,No,No internet service,No,No internet service,Month-to-month,No,Mailed check,96.21,3282.57,No
ID00342,Male,0,Yes,No,42,No,No,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Mailed check,117.25,1665.05,No
ID00343,Female,0,Yes,No,19,No,No phone service,No,Yes,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),23.76,3233.97,No
ID00344,Male,0,Yes,No,38,No,No phone service,Fiber optic,No,No internet service,No internet service,Yes,Yes,Yes,Two year,No,Credit card (automatic),48.51,626.16,No
ID00345,Male,0,No,No,48,Yes,Yes,No,No internet service,Yes,No,No internet service,No internet service,No,Two year,No,Bank transfer (automatic),39.54,5569.35,No
ID00346,Male,0,Yes,No,63,Yes,No phone service,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),21.12,2036.89,Yes
ID00347,Female,0,No,Yes,61,Yes,No phone service,No,Yes,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,44.23,2505.02,Yes
ID00348,Female,1,No,No,53,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),87.88,986.23,Yes
ID00349,Male,0,No,Yes,8,No,No phone service,DSL,No internet service,No internet service,Yes,Yes,No,Yes,One year,Yes,Electronic check,43.11,6919.98,Yes
